JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed
194,35,90,3,9.3,Public,Urban,No,Yes,Medium,Low,3717,19,Male,Medium,Secondary,2
231,11,92,2,13.5,Public,Urban,No,Yes,Medium,High,3718,22,Male,Medium,Primary,1
239,25,100,1,12.4,Public,Rural,Yes,No,High,High,3719,18,Female,Low,Primary,2
247,19,88,1,7.7,Private,Urban,No,Yes,Low,Medium,3720,21,Male,High,Secondary,1
226,21,96,3,8.2,Public,Rural,Yes,Yes,Medium,Medium,3721,20,Male,Low,None,1
131,20,77,2,12.6,Public,Urban,Yes,Yes,Medium,Medium,3722,17,Female,High,Tertiary,1
295,36,99,3,10.1,Public,Urban,Yes,Yes,Low,Low,3723,17,Male,Medium,Secondary,4
225,23,96,2,16.9,Public,Rural,No,Yes,High,Medium,3724,20,Male,Low,None,1
198,4,89,5,2.6,Public,Urban,No,Yes,Low,Medium,3725,17,Female,Medium,Secondary,1
119,6,97,1,7.1,Public,Urban,No,Yes,Medium,Low,3726,16,Female,Medium,Primary,1
185,29,77,3,6.5,Public,Urban,Yes,Yes,High,Low,3727,16,Male,Medium,Tertiary,2
227,0,83,3,17.6,Public,Rural,Yes,Yes,High,Low,3728,16,Female,Low,Primary,1
362,40,98,4,11.0,Public,Urban,Yes,Yes,High,Medium,3729,19,Male,High,Secondary,5
148,22,91,3,12.0,Public,Urban,Yes,Yes,Low,Low,3730,22,Male,Medium,None,4
199,34,88,4,19.6,Private,Urban,Yes,Yes,Medium,High,3731,20,Male,Low,None,4
118,13,93,2,6.0,Private,Urban,Yes,No,Medium,Medium,3732,20,Female,High,Primary,1
230,6,82,4,1.9,Public,Urban,Yes,Yes,Medium,High,3733,21,Male,High,Primary,1
136,20,71,3,0.0,Public,Rural,Yes,Yes,Low,Low,3734,15,Female,Medium,Secondary,2
125,27,84,2,15.9,Private,Urban,No,Yes,Medium,Low,3735,17,Female,Low,Secondary,1
183,29,84,3,9.3,Public,Urban,Yes,Yes,Low,Low,3736,17,Female,Medium,Primary,3
203,16,91,2,2.9,Public,Urban,Yes,Yes,Low,High,3737,19,Male,Medium,Secondary,1
137,17,82,2,11.7,Public,Rural,Yes,Yes,Medium,Medium,3738,21,Male,Medium,Primary,1
189,16,82,2,12.7,Private,Urban,Yes,Yes,Medium,Medium,3739,21,Male,Low,None,1
127,8,81,3,20.0,Private,Urban,No,No,High,Low,3740,20,Male,Low,Tertiary,2
107,23,80,2,4.9,Public,Rural,No,Yes,Medium,Low,3741,15,Female,Low,Primary,2
117,4,78,1,10.7,Public,Rural,No,Yes,Medium,Medium,3742,15,Female,High,Tertiary,2
249,18,87,2,12.9,Public,Urban,No,Yes,Low,Low,3743,19,Male,High,Tertiary,2
259,17,86,1,7.6,Private,Urban,Yes,No,Low,Low,3744,17,Male,Medium,Primary,3
198,8,94,2,8.9,Private,Urban,Yes,Yes,Medium,Low,3745,18,Female,Medium,Primary,1
243,27,90,3,8.4,Public,Urban,No,Yes,Low,Medium,3746,21,Male,Medium,Secondary,3
152,28,100,2,11.3,Private,Urban,No,No,Medium,High,3747,18,Male,Low,None,2
155,16,85,4,1.9,Public,Urban,Yes,Yes,Low,Low,3748,15,Female,Medium,None,1
238,11,83,3,10.0,Public,Rural,No,No,Medium,Medium,3749,21,Female,Medium,Tertiary,1
209,30,100,3,1.3,Public,Rural,Yes,Yes,High,Medium,3750,22,Female,Medium,Primary,3
182,36,89,1,7.0,Public,Urban,No,Yes,High,High,3751,15,Female,Low,None,2
120,9,90,2,8.8,Public,Urban,No,Yes,Low,Medium,3752,17,Male,High,Secondary,1
243,21,94,2,9.8,Private,Urban,No,No,Low,High,3753,15,Male,Low,Secondary,2
272,32,96,2,3.9,Public,Urban,Yes,Yes,High,Medium,3754,22,Female,Low,None,3
103,28,85,1,10.2,Public,Urban,Yes,No,Medium,Low,3755,19,Male,Medium,Secondary,1
207,18,76,1,14.4,Public,Rural,Yes,Yes,High,Medium,3756,18,Female,High,Secondary,3
134,4,85,1,15.4,Public,Urban,No,Yes,Low,High,3757,21,Male,Low,Secondary,1
217,29,74,4,7.4,Public,Urban,Yes,No,Medium,Medium,3758,18,Female,High,Tertiary,4
248,33,87,3,13.8,Public,Urban,Yes,No,Low,Medium,3759,15,Male,High,Tertiary,4
242,25,82,2,9.6,Public,Urban,Yes,No,Low,Medium,3760,19,Female,Medium,Tertiary,2
205,17,90,3,4.2,Public,Urban,Yes,Yes,Low,Medium,3761,22,Female,Low,Tertiary,1
166,28,87,4,8.5,Public,Rural,Yes,Yes,Low,Medium,3762,20,Male,Low,None,2
111,19,85,2,14.4,Public,Rural,No,Yes,High,Medium,3763,15,Female,Medium,Tertiary,4
201,15,89,3,2.5,Public,Rural,No,Yes,Medium,Medium,3764,15,Male,Medium,Secondary,2
128,16,76,1,7.7,Public,Urban,Yes,No,Medium,Low,3765,20,Male,Low,Primary,1
206,10,84,2,4.4,Public,Urban,Yes,Yes,High,Medium,3766,22,Female,Low,Secondary,1
213,29,95,3,20.0,Private,Rural,Yes,No,Low,Low,3767,19,Female,Low,Primary,2
266,25,100,5,7.3,Private,Urban,Yes,Yes,Low,Low,3768,19,Female,Medium,Tertiary,2
255,22,78,4,4.8,Private,Urban,No,Yes,Low,High,3769,16,Female,High,Tertiary,1
105,14,65,3,2.0,Public,Rural,Yes,No,High,Low,3770,21,Female,Low,None,2
223,24,80,3,16.9,Public,Urban,Yes,Yes,Medium,Medium,3771,18,Male,High,Tertiary,3
123,23,91,3,4.4,Private,Urban,No,Yes,Medium,High,3772,15,Male,High,Primary,1
239,30,100,4,0.9,Public,Urban,Yes,No,High,Low,3773,17,Female,Low,Primary,4
174,18,76,1,20.0,Public,Urban,No,Yes,Low,Low,3774,15,Male,High,None,3
123,22,84,1,8.1,Public,Rural,Yes,Yes,Low,Medium,3775,15,Female,Medium,None,2
243,29,100,3,6.1,Public,Rural,Yes,Yes,Medium,Low,3776,17,Female,Medium,Primary,5
242,21,92,1,10.9,Public,Rural,Yes,No,High,High,3777,20,Female,Medium,Tertiary,1
206,21,100,2,12.1,Private,Rural,Yes,Yes,Low,Low,3778,18,Male,High,Tertiary,2
133,15,91,2,7.0,Public,Urban,No,Yes,Low,High,3779,16,Male,Medium,Primary,2
134,21,73,2,13.6,Private,Rural,Yes,No,Medium,Low,3780,19,Female,Medium,Secondary,1
141,14,80,2,11.5,Public,Urban,Yes,Yes,Low,High,3781,16,Female,Medium,Tertiary,1
217,20,87,2,5.4,Private,Urban,Yes,Yes,High,High,3782,15,Male,Medium,Secondary,2
191,39,86,3,0.8,Public,Rural,Yes,Yes,Medium,Medium,3783,15,Female,Low,None,4
241,34,97,3,6.5,Private,Rural,Yes,Yes,Medium,High,3784,21,Female,Medium,Tertiary,3
152,11,87,2,9.5,Public,Rural,Yes,No,High,Low,3785,17,Female,Medium,Secondary,2
190,26,57,1,12.5,Public,Rural,Yes,Yes,Medium,Low,3786,20,Male,Low,None,3
196,22,73,4,14.9,Public,Urban,No,No,Low,Medium,3787,17,Female,Medium,Secondary,1
129,19,61,2,4.8,Public,Urban,Yes,No,Low,Medium,3788,15,Female,Medium,Secondary,1
162,20,85,1,10.9,Public,Urban,Yes,Yes,Low,High,3789,16,Female,Low,None,2
156,29,85,3,4.3,Public,Urban,Yes,Yes,High,Medium,3790,21,Female,High,Tertiary,2
106,17,83,1,12.4,Public,Rural,No,Yes,Medium,Medium,3791,16,Female,Low,Primary,1
191,20,76,2,13.1,Public,Urban,Yes,No,Medium,Medium,3792,18,Male,Low,Tertiary,2
191,30,92,3,7.7,Public,Urban,No,No,High,High,3793,20,Male,High,Secondary,4
249,28,96,3,9.6,Public,Rural,No,Yes,Medium,High,3794,22,Female,High,Tertiary,3
181,21,73,5,16.1,Public,Urban,Yes,No,High,High,3795,15,Female,Medium,Primary,2
124,18,67,2,1.2,Public,Rural,Yes,No,Low,Low,3796,20,Female,High,Secondary,1
127,15,81,3,13.7,Public,Urban,Yes,Yes,Low,Low,3797,19,Male,High,Tertiary,2
319,32,100,2,3.7,Public,Urban,No,Yes,High,High,3798,19,Female,Low,Secondary,2
210,17,100,2,5.3,Public,Urban,Yes,Yes,Low,High,3799,16,Female,Medium,Secondary,2
186,14,90,2,16.3,Private,Urban,Yes,Yes,Medium,Low,3800,17,Male,Low,None,1
160,9,76,1,15.3,Public,Urban,No,Yes,Medium,High,3801,17,Female,Low,Secondary,1
233,12,96,3,10.9,Public,Urban,No,Yes,Medium,High,3802,16,Male,Low,Secondary,2
157,10,79,3,14.6,Private,Urban,No,No,High,Low,3803,18,Female,Low,Primary,1
181,19,77,3,1.1,Public,Rural,Yes,Yes,Medium,High,3804,15,Male,High,Primary,1
244,26,68,3,10.3,Private,Urban,No,No,High,High,3805,22,Male,High,Secondary,3
177,17,85,2,5.4,Private,Urban,No,Yes,Medium,Low,3806,19,Female,High,Secondary,2
218,2,81,4,6.9,Private,Urban,Yes,Yes,Medium,Medium,3807,16,Female,Low,Tertiary,1
178,34,85,4,8.6,Public,Rural,Yes,No,Medium,High,3808,20,Female,Medium,Primary,2
173,29,62,3,9.8,Public,Rural,No,Yes,High,Medium,3809,17,Male,Medium,Secondary,2
118,19,82,3,4.3,Public,Rural,No,No,Low,Medium,3810,15,Female,Medium,Secondary,2
184,38,62,3,14.1,Private,Rural,Yes,Yes,Medium,Low,3811,19,Female,Medium,Primary,4
177,11,95,3,1.1,Private,Rural,No,Yes,Low,Medium,3812,18,Male,Low,Secondary,2
209,40,91,2,16.2,Private,Rural,No,Yes,Low,Low,3813,16,Female,High,Tertiary,4
121,6,78,2,6.6,Public,Rural,No,Yes,High,Low,3814,15,Male,High,Tertiary,2
240,27,94,3,16.5,Public,Rural,Yes,No,Low,Medium,3815,20,Female,Low,None,2
147,6,73,3,11.9,Public,Urban,Yes,Yes,Medium,Medium,3816,19,Male,Medium,Tertiary,1
153,18,84,2,9.7,Public,Urban,Yes,Yes,Medium,Medium,3817,18,Female,Medium,Secondary,1
139,20,90,1,12.9,Public,Urban,Yes,Yes,High,High,3818,17,Female,Medium,Secondary,2
193,20,56,2,10.7,Public,Urban,Yes,Yes,High,Medium,3819,15,Female,High,Secondary,2
101,20,75,3,17.9,Public,Rural,No,Yes,Low,Low,3820,20,Male,Low,Primary,1
173,20,84,1,15.0,Private,Urban,Yes,Yes,Medium,High,3821,22,Female,Medium,Tertiary,1
154,13,81,1,7.7,Public,Urban,Yes,Yes,Low,Low,3822,16,Male,Low,Primary,1
159,13,97,3,10.0,Private,Rural,Yes,Yes,Medium,Medium,3823,19,Male,Low,Primary,1
105,21,69,2,14.3,Public,Rural,No,Yes,Medium,Low,3824,21,Female,Low,None,1
239,19,82,3,2.5,Private,Urban,No,No,Low,High,3825,22,Male,High,Secondary,2
195,30,67,1,16.0,Public,Rural,Yes,Yes,High,Low,3826,21,Male,Medium,Secondary,1
132,27,96,2,12.3,Public,Urban,No,No,Low,Medium,3827,17,Female,Low,Primary,3
131,1,79,3,13.0,Public,Urban,No,No,Low,Medium,3828,20,Female,Medium,Tertiary,1
107,24,76,1,7.6,Private,Rural,No,Yes,Low,Low,3829,20,Female,Low,None,2
197,40,85,4,9.5,Public,Rural,No,Yes,Low,Medium,3830,22,Male,High,Tertiary,4
186,23,91,2,10.4,Public,Urban,No,Yes,Medium,Low,3831,17,Male,Medium,Secondary,1
170,25,87,3,19.5,Private,Rural,No,Yes,Low,High,3832,19,Male,Low,Secondary,2
153,27,100,2,5.8,Public,Urban,Yes,Yes,High,High,3833,19,Male,Medium,Tertiary,2
124,13,85,1,11.6,Private,Rural,No,No,High,Medium,3834,19,Male,Medium,Secondary,2
161,20,79,2,9.5,Public,Urban,Yes,No,Medium,Medium,3835,15,Female,Medium,Primary,2
223,12,82,3,13.3,Public,Rural,No,No,Medium,Low,3836,16,Male,High,Tertiary,1
121,16,77,2,15.2,Public,Urban,No,Yes,High,Low,3837,17,Female,Low,Primary,2
107,19,66,3,3.0,Public,Rural,Yes,No,Medium,Medium,3838,21,Male,Medium,Tertiary,1
284,33,92,5,17.9,Public,Urban,Yes,Yes,Low,High,3839,18,Female,High,Tertiary,3
137,26,89,1,15.8,Public,Urban,Yes,No,Medium,High,3840,19,Male,Low,Primary,3
136,9,76,1,2.8,Public,Rural,No,No,Low,Medium,3841,21,Male,Low,Tertiary,1
139,12,74,1,7.1,Public,Rural,No,Yes,Medium,High,3842,16,Male,Medium,None,1
178,37,99,2,11.6,Public,Rural,Yes,Yes,Medium,Medium,3843,18,Female,Medium,Tertiary,3
116,13,67,3,4.2,Public,Urban,No,Yes,Medium,Medium,3844,15,Female,Medium,Tertiary,1
151,19,63,3,7.9,Public,Urban,Yes,Yes,Low,Low,3845,22,Female,Low,Tertiary,2
192,20,74,2,8.6,Private,Urban,Yes,Yes,Low,Low,3846,17,Male,High,Tertiary,1
248,18,74,3,8.0,Public,Rural,Yes,No,High,Medium,3847,16,Male,Medium,Primary,3
120,30,85,3,8.2,Public,Rural,Yes,Yes,Medium,Medium,3848,21,Female,Low,Tertiary,2
168,14,80,4,7.5,Public,Rural,No,Yes,Medium,Low,3849,22,Female,Low,Primary,2
262,17,88,3,0.0,Private,Urban,No,No,Medium,Low,3850,16,Male,High,Tertiary,1
156,14,94,1,11.2,Public,Urban,Yes,Yes,Medium,Low,3851,17,Male,Medium,None,1
107,0,74,2,11.5,Public,Urban,Yes,No,Medium,Low,3852,17,Male,Low,None,1
248,20,96,4,15.5,Private,Urban,No,Yes,Low,Medium,3853,20,Female,Low,None,2
110,5,95,2,10.9,Public,Urban,No,No,Medium,Low,3854,21,Female,Low,Primary,1
124,21,77,3,1.0,Public,Rural,No,Yes,High,Low,3855,19,Male,Medium,Primary,1
224,18,94,3,4.4,Private,Rural,Yes,Yes,High,Medium,3856,21,Male,High,Tertiary,2
135,24,80,1,13.2,Public,Rural,No,No,Medium,Medium,3857,22,Male,Low,None,2
189,33,94,2,9.7,Public,Rural,Yes,Yes,Low,Medium,3858,17,Male,Medium,Tertiary,2
239,32,73,3,15.9,Public,Urban,Yes,Yes,High,Medium,3859,16,Male,High,Tertiary,3
103,12,64,3,15.7,Public,Urban,Yes,Yes,Medium,Medium,3860,19,Male,Medium,Tertiary,1
111,16,77,1,9.9,Public,Urban,Yes,Yes,Low,Medium,3861,21,Female,Low,None,2
212,9,78,3,12.1,Public,Rural,No,Yes,Low,Medium,3862,17,Male,Low,Secondary,1
186,19,80,3,15.2,Public,Urban,No,Yes,Medium,Medium,3863,22,Male,Low,None,1
179,12,83,4,7.4,Public,Urban,Yes,Yes,Low,High,3864,18,Male,Low,Secondary,1
192,27,92,3,10.2,Private,Urban,Yes,Yes,Medium,Low,3865,21,Female,High,Tertiary,2
196,40,82,1,17.8,Private,Urban,No,Yes,Medium,Medium,3866,18,Female,Medium,Primary,4
238,29,80,4,19.9,Public,Rural,Yes,No,High,Medium,3867,17,Female,Medium,Tertiary,2
154,0,80,4,13.1,Public,Rural,Yes,Yes,Medium,High,3868,20,Male,High,Secondary,1
161,15,76,3,18.2,Public,Urban,No,Yes,Medium,Medium,3869,21,Female,Medium,Primary,2
172,21,75,2,19.6,Public,Urban,Yes,Yes,Low,Low,3870,16,Male,Medium,Tertiary,2
176,21,69,1,4.2,Private,Rural,Yes,No,Medium,Low,3871,19,Male,Low,Secondary,1
135,10,83,1,10.9,Private,Urban,No,Yes,Low,High,3872,20,Male,Medium,Tertiary,1
143,19,77,4,11.7,Public,Urban,No,No,Low,Medium,3873,19,Female,Medium,Secondary,2
212,11,96,2,10.5,Public,Urban,No,No,Medium,Low,3874,19,Female,High,Secondary,1
127,7,68,2,16.3,Private,Rural,Yes,Yes,Medium,Medium,3875,15,Male,Low,None,1
114,20,75,2,8.5,Private,Urban,Yes,No,Medium,Low,3876,22,Female,Low,None,3
214,14,100,2,10.2,Public,Rural,No,Yes,Medium,Low,3877,17,Female,Medium,Primary,1
241,30,80,4,13.1,Public,Rural,Yes,No,Low,Medium,3878,20,Male,High,Secondary,1
172,7,82,2,13.1,Public,Urban,No,Yes,Medium,Medium,3879,15,Male,Low,Secondary,1
231,40,76,4,15.6,Private,Urban,Yes,Yes,Low,High,3880,20,Female,Low,Tertiary,4
190,14,73,3,11.9,Public,Rural,Yes,No,Medium,Medium,3881,15,Female,Low,Secondary,1
184,18,100,4,11.1,Private,Rural,Yes,Yes,Medium,High,3882,18,Male,High,Secondary,1
153,21,85,4,12.4,Public,Urban,Yes,No,Low,High,3883,19,Female,Low,Primary,2
127,11,83,2,10.2,Private,Urban,Yes,Yes,Medium,Low,3884,15,Male,Low,None,1
198,23,70,2,10.1,Public,Urban,No,No,High,High,3885,21,Female,High,Tertiary,3
170,24,87,3,8.8,Public,Urban,Yes,No,Medium,High,3886,16,Female,Medium,Primary,2
166,28,95,2,5.3,Public,Urban,No,Yes,Medium,High,3887,17,Male,Low,None,2
138,24,93,1,7.3,Public,Urban,Yes,No,High,Low,3888,22,Female,Low,Primary,2
249,24,95,4,4.3,Public,Urban,Yes,Yes,Medium,High,3889,16,Male,Medium,Secondary,2
107,13,69,2,15.0,Public,Rural,Yes,No,Medium,Low,3890,22,Female,Low,None,2
190,40,88,1,12.4,Public,Rural,No,Yes,Low,Medium,3891,19,Female,Medium,Secondary,4
180,29,91,1,6.6,Public,Rural,Yes,No,Low,Medium,3892,18,Male,Medium,Tertiary,3
126,7,64,1,7.1,Public,Rural,Yes,No,Low,High,3893,16,Female,Low,Primary,1
122,16,70,3,14.0,Public,Rural,No,No,Low,Low,3894,16,Male,Medium,Secondary,1
163,16,92,2,7.0,Public,Rural,Yes,No,Medium,Medium,3895,20,Female,Low,Secondary,1
192,20,94,2,14.6,Public,Rural,No,Yes,Low,Medium,3896,21,Female,Low,Primary,2
115,4,66,3,8.2,Public,Rural,No,Yes,High,Low,3897,15,Female,Low,None,1
218,19,95,2,9.6,Public,Rural,Yes,Yes,High,Medium,3898,16,Male,Medium,Secondary,1
107,30,81,3,17.8,Public,Rural,No,No,High,Medium,3899,18,Male,Medium,Tertiary,3
152,23,90,2,12.4,Public,Urban,Yes,No,High,Medium,3900,22,Male,Medium,Tertiary,3
199,0,80,3,0.0,Public,Rural,Yes,Yes,High,Low,3901,22,Male,High,Tertiary,1
243,36,95,1,8.2,Private,Urban,No,Yes,Medium,Low,3902,16,Female,High,Secondary,4
216,33,95,2,0.0,Public,Rural,Yes,Yes,Medium,Low,3903,16,Male,Low,Primary,2
238,22,85,3,16.7,Public,Urban,No,Yes,Low,High,3904,22,Male,Low,Secondary,3
111,21,81,1,6.8,Private,Rural,No,Yes,Medium,Low,3905,22,Female,High,Tertiary,2
117,7,75,3,20.0,Public,Urban,Yes,No,Medium,Medium,3906,19,Male,Low,Primary,2
105,10,96,4,10.7,Public,Rural,Yes,Yes,Medium,Low,3907,20,Female,Medium,Tertiary,1
142,30,81,3,7.1,Public,Urban,Yes,Yes,Low,Medium,3908,18,Female,Low,Tertiary,3
233,22,79,4,5.1,Private,Rural,No,Yes,Medium,Low,3909,16,Male,Low,Secondary,2
204,5,79,3,13.7,Public,Urban,Yes,No,Low,Low,3910,19,Male,Low,Secondary,2
107,13,81,2,5.4,Private,Rural,Yes,Yes,Medium,Low,3911,17,Female,High,Secondary,1
189,20,92,3,12.6,Private,Rural,No,Yes,Medium,Medium,3912,16,Male,Low,Primary,3
230,35,75,5,10.2,Private,Urban,No,No,High,High,3913,16,Male,Low,Primary,3
155,18,100,2,12.4,Private,Urban,Yes,Yes,High,Low,3914,19,Male,Medium,None,1
191,17,88,2,15.6,Public,Urban,No,Yes,Low,High,3915,20,Female,High,Tertiary,1
119,24,85,1,2.6,Public,Rural,No,No,High,Low,3916,22,Female,Medium,Primary,1
108,15,79,2,10.5,Private,Urban,No,No,High,Low,3917,19,Male,Low,Secondary,2
192,14,86,2,4.2,Private,Urban,Yes,No,Medium,Low,3918,21,Female,High,Tertiary,2
145,28,81,4,5.0,Public,Urban,Yes,Yes,High,High,3919,19,Male,Low,Secondary,4
107,16,90,2,15.7,Public,Urban,No,Yes,Low,Medium,3920,22,Male,Low,Primary,1
150,18,83,3,4.0,Private,Rural,Yes,Yes,High,Low,3921,16,Male,Low,None,3
236,26,95,3,6.7,Public,Urban,Yes,No,Medium,Medium,3922,15,Female,Medium,Tertiary,1
174,10,80,1,15.3,Public,Urban,No,Yes,High,Medium,3923,22,Male,Low,Secondary,2
132,11,84,1,8.1,Public,Urban,Yes,No,Low,Low,3924,22,Male,High,Tertiary,2
243,25,81,2,14.5,Public,Urban,No,Yes,High,Low,3925,22,Male,High,Secondary,3
170,17,96,3,1.8,Public,Urban,Yes,Yes,Medium,High,3926,15,Female,Low,Primary,2
222,35,79,3,5.3,Private,Urban,No,Yes,Medium,Low,3927,19,Male,High,Secondary,4
106,16,77,3,11.1,Public,Rural,No,No,High,Medium,3928,15,Male,High,Tertiary,1
202,30,83,1,3.2,Private,Rural,Yes,No,Medium,Low,3929,17,Female,Medium,Secondary,3
219,23,84,3,17.6,Private,Rural,Yes,Yes,High,Low,3930,22,Male,Medium,Primary,2
143,27,89,1,14.2,Private,Urban,No,Yes,Medium,High,3931,15,Female,Medium,Secondary,2
129,19,78,3,11.8,Private,Rural,No,Yes,High,High,3932,15,Male,Medium,None,1
109,14,93,3,0.0,Public,Rural,Yes,No,Medium,Medium,3933,16,Male,Medium,None,1
117,15,73,1,16.1,Public,Rural,No,Yes,Low,Medium,3934,20,Male,Low,None,3
190,12,87,4,18.5,Private,Rural,Yes,Yes,High,Medium,3935,15,Male,Low,Primary,1
248,30,82,5,16.6,Public,Rural,No,Yes,Low,Medium,3936,19,Female,Medium,Tertiary,2
186,20,89,3,5.2,Public,Rural,Yes,Yes,High,High,3937,21,Female,Low,Secondary,3
210,18,86,3,12.6,Public,Rural,No,No,Medium,High,3938,16,Male,Low,None,4
161,29,82,2,10.9,Public,Urban,No,Yes,Medium,High,3939,21,Female,Medium,Secondary,4
199,10,97,2,5.8,Private,Urban,Yes,No,High,Medium,3940,15,Female,Low,None,1
153,14,77,2,11.0,Public,Urban,No,No,Medium,High,3941,21,Male,Low,None,1
139,26,88,3,9.3,Public,Urban,Yes,Yes,Medium,Low,3942,22,Male,Low,Primary,4
181,23,77,1,7.2,Public,Urban,No,No,High,Low,3943,17,Female,Low,Primary,2
163,18,85,1,12.3,Public,Urban,No,Yes,Low,Medium,3944,16,Female,Low,Tertiary,1
255,29,78,3,10.0,Public,Urban,Yes,Yes,Medium,Low,3945,20,Male,High,Tertiary,2
247,27,83,3,8.0,Private,Rural,No,Yes,Low,Medium,3946,16,Male,Medium,Tertiary,3
147,4,82,2,5.8,Public,Urban,No,Yes,Medium,Medium,3947,16,Male,Medium,Primary,1
148,14,100,1,14.3,Private,Rural,No,Yes,Low,Medium,3948,15,Female,Medium,Secondary,2
244,40,90,3,20.0,Private,Urban,No,Yes,Medium,Low,3949,20,Male,Low,Primary,3
154,12,99,1,6.7,Public,Rural,No,Yes,Low,High,3950,19,Male,High,Secondary,1
235,22,90,3,4.6,Private,Urban,No,Yes,High,Low,3951,18,Female,High,Secondary,3
123,10,77,4,9.5,Public,Urban,No,No,Low,High,3952,20,Male,Low,None,1
106,13,95,3,9.3,Public,Rural,Yes,Yes,Low,Low,3953,18,Male,Low,Tertiary,2
216,18,91,1,12.4,Public,Urban,No,Yes,Medium,High,3954,18,Female,Medium,None,1
170,24,78,1,7.5,Public,Urban,Yes,No,Low,High,3955,15,Female,Medium,Tertiary,1
223,25,92,3,5.1,Public,Rural,Yes,No,Low,High,3956,17,Male,Low,Secondary,3
261,34,87,2,8.8,Public,Urban,No,Yes,High,High,3957,16,Female,Medium,Secondary,5
167,9,65,1,0.0,Private,Urban,No,Yes,Medium,High,3958,16,Female,Medium,Tertiary,2
156,15,92,3,18.2,Public,Rural,No,Yes,Low,Medium,3959,21,Female,High,Primary,1
218,21,97,3,8.7,Public,Rural,Yes,Yes,Low,Medium,3960,20,Male,Low,Primary,3
138,21,99,3,16.4,Public,Urban,Yes,Yes,Medium,Medium,3961,19,Female,Medium,Primary,2
232,17,92,3,4.9,Public,Urban,Yes,Yes,High,High,3962,21,Female,Medium,None,2
170,28,82,2,18.1,Public,Rural,Yes,Yes,Low,High,3963,20,Male,Medium,Secondary,3
228,35,96,2,16.2,Public,Urban,No,Yes,Low,High,3964,16,Female,High,Tertiary,5
212,14,95,3,12.8,Private,Rural,Yes,No,Medium,Medium,3965,19,Male,Medium,Secondary,2
114,10,96,4,9.3,Public,Urban,No,Yes,High,Medium,3966,20,Male,Medium,Primary,1
133,11,81,2,13.5,Public,Urban,Yes,No,Low,High,3967,15,Male,High,Tertiary,1
210,40,85,2,12.6,Public,Rural,No,No,Low,Low,3968,18,Female,Low,Primary,3
115,11,74,1,11.5,Public,Rural,No,Yes,Medium,Low,3969,20,Female,Low,Primary,1
136,32,87,1,11.6,Private,Rural,Yes,Yes,Medium,High,3970,21,Female,Low,Tertiary,3
143,6,68,2,2.7,Private,Urban,Yes,Yes,Low,Medium,3971,19,Female,Medium,Tertiary,1
170,10,91,1,6.5,Public,Urban,Yes,No,Medium,Medium,3972,19,Male,Low,Primary,1
176,14,90,3,11.6,Public,Urban,No,Yes,High,High,3973,16,Female,Low,Primary,1
140,9,88,3,0.0,Public,Urban,Yes,No,Low,High,3974,15,Female,High,Tertiary,1
187,18,86,1,7.3,Public,Urban,Yes,Yes,High,Low,3975,18,Female,Medium,Primary,2
125,9,96,1,15.5,Public,Rural,No,No,Medium,Low,3976,15,Male,Medium,Primary,1
238,17,97,3,8.0,Public,Urban,No,Yes,Medium,High,3977,18,Male,High,Secondary,2
128,26,76,2,7.7,Public,Rural,Yes,No,High,Medium,3978,17,Female,High,Tertiary,4
201,33,80,3,13.2,Public,Urban,Yes,Yes,Low,Low,3979,15,Male,Low,Secondary,2
157,27,75,2,15.6,Public,Urban,Yes,Yes,Medium,High,3980,17,Female,Medium,None,2
156,23,88,4,9.7,Public,Rural,Yes,Yes,High,Medium,3981,18,Male,High,Primary,3
191,22,76,2,11.6,Private,Urban,No,Yes,Medium,Medium,3982,19,Female,Low,Tertiary,1
172,15,94,2,2.4,Public,Rural,Yes,Yes,Low,High,3983,22,Male,High,Tertiary,1
200,13,98,2,5.9,Public,Rural,No,Yes,Medium,Medium,3984,22,Male,High,Tertiary,1
117,18,72,3,13.9,Public,Urban,No,No,Low,Low,3985,17,Female,Low,Primary,1
110,4,79,2,8.5,Public,Urban,Yes,Yes,Medium,Low,3986,21,Male,Medium,Tertiary,1
176,11,85,3,3.5,Public,Rural,Yes,Yes,Medium,Low,3987,21,Male,Low,None,1
164,29,92,3,17.2,Public,Rural,No,No,Medium,High,3988,18,Female,Medium,Secondary,3
267,40,100,1,14.2,Public,Rural,Yes,Yes,Medium,Medium,3989,18,Female,Low,None,4
280,32,75,2,8.9,Public,Urban,Yes,Yes,Low,Medium,3990,21,Female,Medium,Secondary,2
154,28,80,1,10.0,Public,Urban,Yes,No,Low,Medium,3991,22,Male,Medium,Secondary,3
335,31,92,3,8.5,Private,Urban,No,Yes,High,Medium,3992,17,Male,Medium,Secondary,1
152,6,70,2,11.8,Public,Urban,No,Yes,Low,Medium,3993,20,Female,Medium,Secondary,1
124,21,77,3,12.2,Public,Urban,Yes,Yes,Low,Low,3994,15,Female,High,Tertiary,1
185,26,89,4,7.9,Public,Rural,Yes,Yes,High,Low,3995,20,Female,Low,Secondary,3
235,25,85,3,3.5,Public,Urban,No,No,Medium,High,3996,22,Female,Low,Secondary,2
